진료년도,상병구분,시도,시군구,성별,환자수,입내원일수,요양급여비용
2018,우울증, 경기 , 고양덕양구 , 여 ,2425,17508,1151855530
2018,우울증, 경기 , 고양일산서구 , 남 ,2166,16771,931309570
2018,우울증, 경기 , 고양일산서구 , 여 ,4420,33913,1992244190
2018,우울증, 경기 , 고양일산동구 , 남 ,2400,16352,1150949500
2018,우울증, 경기 , 고양일산동구 , 여 ,5309,37124,2769798240
2018,우울증, 경기 , 용인기흥구 , 남 ,1506,10173,501925220
2018,우울증, 경기 , 용인기흥구 , 여 ,2824,20177,967978490
2018,우울증, 경기 , 용인수지구 , 남 ,1150,7342,353991350
2018,우울증, 경기 , 용인수지구 , 여 ,2403,16173,770562650
2018,우울증, 경기 , 용인처인구 , 남 ,785,4556,165974930
2018,우울증, 경기 , 용인처인구 , 여 ,1429,8523,288050180
2018,우울증, 경기 , 이천시 , 남 ,1237,10019,543021970
2018,우울증, 경기 , 이천시 , 여 ,2692,23232,1129999140
2018,우울증, 경기 , 파주시 , 남 ,838,5657,248754060
2018,우울증, 경기 , 파주시 , 여 ,2023,16190,605267060
2018,우울증, 경기 , 김포시 , 남 ,748,5855,340571400
2018,우울증, 경기 , 김포시 , 여 ,1566,10291,547976390
2018,우울증, 경기 , 안성시 , 남 ,274,2058,99957080
2018,우울증, 경기 , 안성시 , 여 ,641,4146,176182730
2018,우울증, 경기 , 화성시 , 남 ,1133,7940,476584390
2018,우울증, 경기 , 화성시 , 여 ,2422,15889,923604490
2018,우울증, 경기 , 광주시 , 남 ,1156,8183,458171330
2018,우울증, 경기 , 광주시 , 여 ,2165,16777,892574060
2018,우울증, 경기 , 양주시 , 남 ,308,1382,67764190
2018,우울증, 경기 , 양주시 , 여 ,517,2371,83645220
2018,우울증, 경기 , 포천시 , 남 ,179,1216,63424190
2018,우울증, 경기 , 포천시 , 여 ,373,1622,67686570
2018,우울증, 경기 , 여주시 , 남 ,578,6700,297329570
2018,우울증, 경기 , 여주시 , 여 ,1131,11400,440207000
2018,우울증, 강원 , 고성군 , 남 ,14,56,734320
2018,우울증, 강원 , 고성군 , 여 ,18,84,1054040
2018,우울증, 강원 , 양구군 , 남 ,25,61,844640
2018,우울증, 강원 , 양구군 , 여 ,47,117,1765280
2018,우울증, 강원 , 양양군 , 남 ,31,109,1413450
2018,우울증, 강원 , 양양군 , 여 ,42,96,1190060
2018,우울증, 강원 , 영월군 , 남 ,64,226,7988250
2018,우울증, 강원 , 영월군 , 여 ,210,633,15257110
2018,우울증, 강원 , 인제군 , 남 ,19,62,1065280
2018,우울증, 강원 , 인제군 , 여 ,46,213,6573420
2018,우울증, 강원 , 정선군 , 남 ,0,0,0
2018,우울증, 강원 , 정선군 , 여 ,38,112,2063800
2018,우울증, 강원 , 철원군 , 남 ,22,42,533570
2018,우울증, 강원 , 철원군 , 여 ,44,97,1314780
2018,우울증, 강원 , 평창군 , 남 ,65,202,10061120
2018,우울증, 강원 , 평창군 , 여 ,122,319,17483270
2018,우울증, 강원 , 홍천군 , 남 ,417,3799,114669020
2018,우울증, 강원 , 홍천군 , 여 ,914,9935,295252060
2018,우울증, 강원 , 화천군 , 남 ,22,50,707120
2018,우울증, 강원 , 화천군 , 여 ,42,142,1788100
2018,우울증, 강원 , 횡성군 , 남 ,46,106,1611800
2018,우울증, 강원 , 횡성군 , 여 ,90,265,4894990
2018,우울증, 강원 , 강릉시 , 남 ,1396,9592,561389200
2018,우울증, 강원 , 강릉시 , 여 ,2812,20377,1071715080
2018,우울증, 강원 , 동해시 , 남 ,470,3005,142330440
2018,우울증, 강원 , 동해시 , 여 ,818,5422,256960990
2018,우울증, 강원 , 속초시 , 남 ,523,4058,181876920
2018,우울증, 강원 , 속초시 , 여 ,903,7654,306726100
2018,우울증, 강원 , 원주시 , 남 ,2797,21626,1315509740
2018,우울증, 강원 , 원주시 , 여 ,5280,42567,2376452550
2018,우울증, 강원 , 춘천시 , 남 ,1729,14050,996512150
2018,우울증, 강원 , 춘천시 , 여 ,3154,22521,1338358280
2018,우울증, 강원 , 태백시 , 남 ,80,501,21652920
2018,우울증, 강원 , 태백시 , 여 ,196,1747,72013750
2018,우울증, 강원 , 삼척시 , 남 ,326,2188,82364350
2018,우울증, 강원 , 삼척시 , 여 ,696,5594,203636020
2018,우울증, 충북 , 괴산군 , 남 ,147,705,32563800
2018,우울증, 충북 , 괴산군 , 여 ,253,1640,87406860
2018,우울증, 충북 , 단양군 , 남 ,33,81,1679750
2018,우울증, 충북 , 단양군 , 여 ,36,113,3846920
2018,우울증, 충북 , 보은군 , 남 ,136,1020,43785510
2018,우울증, 충북 , 보은군 , 여 ,237,1368,47611580
2018,우울증, 충북 , 영동군 , 남 ,237,1338,62587350
2018,우울증, 충북 , 영동군 , 여 ,505,2765,122630890
2018,우울증, 충북 , 옥천군 , 남 ,186,2743,103714810
2018,우울증, 충북 , 옥천군 , 여 ,308,4007,151839310
2018,우울증, 충북 , 음성군 , 남 ,287,2210,153295470
2018,우울증, 충북 , 음성군 , 여 ,342,1211,62895430
2018,우울증, 충북 , 진천군 , 남 ,415,4188,250742550
2018,우울증, 충북 , 진천군 , 여 ,772,4351,220108580
2018,우울증, 충북 , 증평군 , 남 ,99,380,9587560
2018,우울증, 충북 , 증평군 , 여 ,203,608,11949980
2018,우울증, 충북 , 청주상당구 , 남 ,2057,13747,617723230
2018,우울증, 충북 , 청주상당구 , 여 ,4104,24619,1009471640
2018,우울증, 충북 , 청주흥덕구 , 남 ,1058,7283,365627040
2018,우울증, 충북 , 청주흥덕구 , 여 ,2089,12985,648033640
2018,우울증, 충북 , 청주청원구 , 남 ,944,6168,344976950
2018,우울증, 충북 , 청주청원구 , 여 ,1894,12584,700891780
2018,우울증, 충북 , 청주서원구 , 남 ,1398,9883,558072190
2018,우울증, 충북 , 청주서원구 , 여 ,2378,16351,957841990
2018,우울증, 충북 , 충주시 , 남 ,1052,8260,522075860
2018,우울증, 충북 , 충주시 , 여 ,1977,15973,899496740
2018,우울증, 충북 , 제천시 , 남 ,1191,11794,441553550
2018,우울증, 충북 , 제천시 , 여 ,2066,20370,767083450
2018,우울증, 충남 , 금산군 , 남 ,329,2673,87032680
2018,우울증, 충남 , 금산군 , 여 ,667,5442,192705290
2018,우울증, 충남 , 부여군 , 남 ,343,2069,55965560
2018,우울증, 충남 , 부여군 , 여 ,604,3387,92783490
2018,우울증, 충남 , 서천군 , 남 ,340,3123,99129940
2018,우울증, 충남 , 서천군 , 여 ,913,8071,253660380
2018,우울증, 충남 , 예산군 , 남 ,101,485,20722760
2018,우울증, 충남 , 예산군 , 여 ,173,683,36330480
2018,우울증, 충남 , 청양군 , 남 ,41,197,2791170
2018,우울증, 충남 , 청양군 , 여 ,100,439,6505820
2018,우울증, 충남 , 홍성군 , 남 ,843,5709,307289090
2018,우울증, 충남 , 홍성군 , 여 ,1530,10395,500707980
2018,우울증, 충남 , 태안군 , 남 ,149,691,16308250
2018,우울증, 충남 , 태안군 , 여 ,333,1516,36030880
2018,우울증, 충남 , 천안서북구 , 남 ,1998,14813,769448960
2018,우울증, 충남 , 천안서북구 , 여 ,3902,27411,1233941790
2018,우울증, 충남 , 천안동남구 , 남 ,2156,13928,1129024030
2018,우울증, 충남 , 천안동남구 , 여 ,4095,28765,2448548100
2018,우울증, 충남 , 공주시 , 남 ,1015,9636,561912180
2018,우울증, 충남 , 공주시 , 여 ,1815,17998,1082043960
2018,우울증, 충남 , 보령시 , 남 ,387,2967,106130930
2018,우울증, 충남 , 보령시 , 여 ,759,5742,198046170
2018,우울증, 충남 , 아산시 , 남 ,1401,11133,532386080
2018,우울증, 충남 , 아산시 , 여 ,2795,24029,1118917690
2018,우울증, 충남 , 서산시 , 남 ,386,2232,63781940
2018,우울증, 충남 , 서산시 , 여 ,650,4258,125391280
2018,우울증, 충남 , 논산시 , 남 ,1173,9544,404124330
2018,우울증, 충남 , 논산시 , 여 ,2678,23454,919722500
2018,우울증, 충남 , 계룡시 , 남 ,12,46,446320
2018,우울증, 충남 , 계룡시 , 여 ,15,32,285050
2018,우울증, 충남 , 당진시 , 남 ,874,7125,287295350
2018,우울증, 충남 , 당진시 , 여 ,1746,15431,619281960
2018,우울증, 전북 , 고창군 , 남 ,235,1468,55542490
2018,우울증, 전북 , 고창군 , 여 ,457,3363,124696740
2018,우울증, 전북 , 무주군 , 남 ,20,100,1251260
2018,우울증, 전북 , 무주군 , 여 ,36,88,1116470
2018,우울증, 전북 , 부안군 , 남 ,266,1303,47033810
2018,우울증, 전북 , 부안군 , 여 ,625,3595,137804410
2018,우울증, 전북 , 순창군 , 남 ,89,614,19596300
2018,우울증, 전북 , 순창군 , 여 ,200,1797,61274100
2018,우울증, 전북 , 완주군 , 남 ,228,7711,620993730
2018,우울증, 전북 , 완주군 , 여 ,350,3075,251335180
2018,우울증, 전북 , 임실군 , 남 ,10,16,187290
2018,우울증, 전북 , 임실군 , 여 ,39,108,1498770
2018,우울증, 전북 , 장수군 , 남 ,19,67,900110
2018,우울증, 전북 , 장수군 , 여 ,76,244,3647920
2018,우울증, 전북 , 진안군 , 남 ,52,124,1519210
2018,우울증, 전북 , 진안군 , 여 ,111,247,3950430
2018,우울증, 전북 , 군산시 , 남 ,1046,6712,377125270
2018,우울증, 전북 , 군산시 , 여 ,1904,14624,820185920
2018,우울증, 전북 , 남원시 , 남 ,647,5605,180703140
2018,우울증, 전북 , 남원시 , 여 ,1396,12064,392187980
2018,우울증, 전북 , 익산시 , 남 ,1130,7291,515563190
2018,우울증, 전북 , 익산시 , 여 ,2319,16078,1131015250
2018,우울증, 전북 , 전주완산구 , 남 ,2295,16164,1006672770
2018,우울증, 전북 , 전주완산구 , 여 ,4681,35410,2182521160
2018,우울증, 전북 , 전주덕진구 , 남 ,2036,15663,852842770
2018,우울증, 전북 , 전주덕진구 , 여 ,4373,36387,1989858750
2018,우울증, 전북 , 정읍시 , 남 ,361,2130,107576840
2018,우울증, 전북 , 정읍시 , 여 ,668,5170,283528890
2018,우울증, 전북 , 김제시 , 남 ,445,5388,290089880
2018,우울증, 전북 , 김제시 , 여 ,954,11676,557251390
2018,우울증, 전남 , 강진군 , 남 ,150,514,28827610
2018,우울증, 전남 , 강진군 , 여 ,244,874,42178210
2018,우울증, 전남 , 고흥군 , 남 ,556,3543,174580470
2018,우울증, 전남 , 고흥군 , 여 ,1276,8561,407749420
2018,우울증, 전남 , 곡성군 , 남 ,35,139,3424120
2018,우울증, 전남 , 곡성군 , 여 ,60,244,7794240
2018,우울증, 전남 , 구례군 , 남 ,25,72,908230
2018,우울증, 전남 , 구례군 , 여 ,60,170,2440590
2018,우울증, 전남 , 담양군 , 남 ,99,1485,97727730
2018,우울증, 전남 , 담양군 , 여 ,174,734,27104930
2018,우울증, 전남 , 무안군 , 남 ,285,1361,89081270
2018,우울증, 전남 , 무안군 , 여 ,438,2210,128907950
2018,우울증, 전남 , 보성군 , 남 ,102,1024,58100030
2018,우울증, 전남 , 보성군 , 여 ,198,998,43808370
2018,우울증, 전남 , 신안군 , 남 ,17,39,486550
2018,우울증, 전남 , 신안군 , 여 ,35,123,1412380
2018,우울증, 전남 , 영광군 , 남 ,222,1785,77158450
2018,우울증, 전남 , 영광군 , 여 ,368,2332,81419310
2018,우울증, 전남 , 영암군 , 남 ,49,808,55368950
2018,우울증, 전남 , 영암군 , 여 ,113,905,56789100
2018,우울증, 전남 , 완도군 , 남 ,31,65,961070
2018,우울증, 전남 , 완도군 , 여 ,52,180,2799870
2018,우울증, 전남 , 장성군 , 남 ,97,341,7447050
2018,우울증, 전남 , 장성군 , 여 ,201,742,19396710
2018,우울증, 전남 , 장흥군 , 남 ,68,190,2731560
2018,우울증, 전남 , 장흥군 , 여 ,125,337,5515190
2018,우울증, 전남 , 진도군 , 남 ,30,277,10146230
2018,우울증, 전남 , 진도군 , 여 ,55,191,3366510
2018,우울증, 전남 , 함평군 , 남 ,56,142,4379720
2018,우울증, 전남 , 함평군 , 여 ,72,171,2925850
2018,우울증, 전남 , 해남군 , 남 ,548,2958,160030130
2018,우울증, 전남 , 해남군 , 여 ,903,4174,208390030
2018,우울증, 전남 , 화순군 , 남 ,231,3522,286163870
2018,우울증, 전남 , 화순군 , 여 ,454,2354,124634200
2018,우울증, 전남 , 나주시 , 남 ,406,7403,503033060
2018,우울증, 전남 , 나주시 , 여 ,620,4891,285335030
2018,우울증, 전남 , 목포시 , 남 ,1742,13844,739968630
2018,우울증, 전남 , 목포시 , 여 ,2987,22854,1270812450
2018,우울증, 전남 , 순천시 , 남 ,994,6451,373392900
2018,우울증, 전남 , 순천시 , 여 ,1993,14092,794636880
2018,우울증, 전남 , 여수시 , 남 ,881,5496,274429190
2018,우울증, 전남 , 여수시 , 여 ,1917,12420,594265900
2018,우울증, 전남 , 광양시 , 남 ,273,1680,69433100
2018,우울증, 전남 , 광양시 , 여 ,494,2804,111029080
2018,우울증, 경북 , 고령군 , 남 ,13,43,470020
2018,우울증, 경북 , 고령군 , 여 ,34,105,1468650
2018,우울증, 경북 , 군위군 , 남 ,22,71,1766790
2018,우울증, 경북 , 군위군 , 여 ,60,144,3662930
2018,우울증, 경북 , 봉화군 , 남 ,50,131,1761240
2018,우울증, 경북 , 봉화군 , 여 ,91,212,3410690
2018,우울증, 경북 , 성주군 , 남 ,30,175,6703690
2018,우울증, 경북 , 성주군 , 여 ,72,690,33026570
2018,우울증, 경북 , 영덕군 , 남 ,57,98,1277880
2018,우울증, 경북 , 영덕군 , 여 ,187,446,6332450
2018,우울증, 경북 , 영양군 , 남 ,0,0,0
2018,우울증, 경북 , 영양군 , 여 ,12,27,742130
2018,우울증, 경북 , 예천군 , 남 ,71,160,2374620
2018,우울증, 경북 , 예천군 , 여 ,87,204,4419770
2018,우울증, 경북 , 울릉군 , 남 ,0,0,0
2018,우울증, 경북 , 울릉군 , 여 ,0,0,0
2018,우울증, 경북 , 울진군 , 남 ,58,258,4997370
2018,우울증, 경북 , 울진군 , 여 ,129,661,12863720
2018,우울증, 경북 , 의성군 , 남 ,102,10336,820100600
2018,우울증, 경북 , 의성군 , 여 ,104,343,15750560
2018,우울증, 경북 , 청도군 , 남 ,219,12135,867110480
2018,우울증, 경북 , 청도군 , 여 ,175,1393,76596430
2018,우울증, 경북 , 청송군 , 남 ,92,1263,91498180
2018,우울증, 경북 , 청송군 , 여 ,38,1359,95403690
2018,우울증, 경북 , 칠곡군 , 남 ,195,4553,278967320
2018,우울증, 경북 , 칠곡군 , 여 ,309,4356,251611910
2018,우울증, 경북 , 경주시 , 남 ,1608,11260,659411120
2018,우울증, 경북 , 경주시 , 여 ,2803,21538,1237695300
2018,우울증, 경북 , 구미시 , 남 ,1944,11886,605646520
2018,우울증, 경북 , 구미시 , 여 ,3526,22665,1138631680
2018,우울증, 경북 , 김천시 , 남 ,1067,8548,358555750
2018,우울증, 경북 , 김천시 , 여 ,1948,15800,615222940
2018,우울증, 경북 , 안동시 , 남 ,897,6236,403930330
2018,우울증, 경북 , 안동시 , 여 ,1654,11302,715247730
2018,우울증, 경북 , 영주시 , 남 ,455,3870,199811590
2018,우울증, 경북 , 영주시 , 여 ,914,5263,197543040
2018,우울증, 경북 , 영천시 , 남 ,511,5431,260645960
2018,우울증, 경북 , 영천시 , 여 ,997,10910,527613150
2018,우울증, 경북 , 포항남구 , 남 ,791,4108,163475800
2018,우울증, 경북 , 포항남구 , 여 ,1801,10091,403001240
2018,우울증, 경북 , 포항북구 , 남 ,1633,11750,501470260
2018,우울증, 경북 , 포항북구 , 여 ,3055,23645,979035280
2018,우울증, 경북 , 문경시 , 남 ,808,5412,251227540
2018,우울증, 경북 , 문경시 , 여 ,1512,10560,443716080
2018,우울증, 경북 , 상주시 , 남 ,336,2034,67494990
2018,우울증, 경북 , 상주시 , 여 ,481,3660,154482580
2018,우울증, 경북 , 경산시 , 남 ,1041,6541,357983430
2018,우울증, 경북 , 경산시 , 여 ,2042,12501,647445450
2018,우울증, 경남 , 거창군 , 남 ,338,1703,62373330
2018,우울증, 경남 , 거창군 , 여 ,578,2953,115593580
2018,우울증, 경남 , 고성군 , 남 ,74,302,14631830
2018,우울증, 경남 , 고성군 , 여 ,155,644,32096590
2018,우울증, 경남 , 남해군 , 남 ,56,192,2653820
2018,우울증, 경남 , 남해군 , 여 ,107,347,6426540
2018,우울증, 경남 , 산청군 , 남 ,29,59,740220
2018,우울증, 경남 , 산청군 , 여 ,64,124,1436540
2018,우울증, 경남 , 의령군 , 남 ,44,285,15170380
2018,우울증, 경남 , 의령군 , 여 ,69,352,15599920
2018,우울증, 경남 , 창녕군 , 남 ,188,886,42265860
2018,우울증, 경남 , 창녕군 , 여 ,298,2045,94997060
2018,우울증, 경남 , 하동군 , 남 ,113,1765,127465010
2018,우울증, 경남 , 하동군 , 여 ,189,1225,60958750
2018,우울증, 경남 , 함안군 , 남 ,111,1009,71076770
2018,우울증, 경남 , 함안군 , 여 ,182,782,39323710
2018,우울증, 경남 , 함양군 , 남 ,74,161,4115780
2018,우울증, 경남 , 함양군 , 여 ,183,283,6712080
2018,우울증, 경남 , 합천군 , 남 ,69,300,10863180
2018,우울증, 경남 , 합천군 , 여 ,136,471,17201620
2018,우울증, 경남 , 김해시 , 남 ,1999,18178,958465340
2018,우울증, 경남 , 김해시 , 여 ,3126,28856,1249888940
2018,우울증, 경남 , 사천시 , 남 ,219,2215,137624350
2018,우울증, 경남 , 사천시 , 여 ,498,3719,193820880
2018,우울증, 경남 , 진주시 , 남 ,2106,14818,764413420
2018,우울증, 경남 , 진주시 , 여 ,4075,28842,1461330180
2018,우울증, 경남 , 창원마산회원구 , 남 ,1034,8241,372511920
2018,우울증, 경남 , 창원마산회원구 , 여 ,2148,18587,765768660
2018,우울증, 경남 , 창원마산합포구 , 남 ,1161,13202,771583180
2018,우울증, 경남 , 창원마산합포구 , 여 ,1990,20628,1119174480
2018,우울증, 경남 , 창원진해구 , 남 ,467,4863,288354880
2018,우울증, 경남 , 창원진해구 , 여 ,815,6117,308109640
2018,우울증, 경남 , 창원의창구 , 남 ,580,4173,200311820
2018,우울증, 경남 , 창원의창구 , 여 ,1024,7056,299084410
2018,우울증, 경남 , 창원성산구 , 남 ,1242,8241,385812220
2018,우울증, 경남 , 창원성산구 , 여 ,2315,17570,782425680
2018,우울증, 경남 , 통영시 , 남 ,479,3616,138320070
2018,우울증, 경남 , 통영시 , 여 ,967,7148,231313960
2018,우울증, 경남 , 밀양시 , 남 ,234,1104,49563820
2018,우울증, 경남 , 밀양시 , 여 ,408,2316,101295220
2018,우울증, 경남 , 거제시 , 남 ,641,4627,267804210
2018,우울증, 경남 , 거제시 , 여 ,1429,8950,447813740
2018,우울증, 경남 , 양산시 , 남 ,1331,10243,607985210
2018,우울증, 경남 , 양산시 , 여 ,2636,19450,1077695540
2018,우울증, 제주 , 서귀포시 , 남 ,635,4600,186950150
2018,우울증, 제주 , 서귀포시 , 여 ,1312,10465,418962180
2018,우울증, 제주 , 제주시 , 남 ,3206,23196,1118280850
2018,우울증, 제주 , 제주시 , 여 ,6424,48723,2399050880
2018,우울증, 세종 , 세종시 , 남 ,1391,8283,451640700
2018,우울증, 세종 , 세종시 , 여 ,2557,17127,922858020
2019,우울증, 서울 , 강남구 , 남 ,7617,52787,3729592980
2019,우울증, 서울 , 강남구 , 여 ,14578,107037,8088016540
2019,우울증, 서울 , 강동구 , 남 ,4929,32189,1760659640
2019,우울증, 서울 , 강동구 , 여 ,7629,55774,3051506720
2019,우울증, 서울 , 강서구 , 남 ,2426,16629,992005070
2019,우울증, 서울 , 강서구 , 여 ,5081,38947,2317409220
2019,우울증, 서울 , 관악구 , 남 ,2833,21326,1024962300
2019,우울증, 서울 , 관악구 , 여 ,5564,44475,2218930280
2019,우울증, 서울 , 구로구 , 남 ,2740,20434,1268208850
2019,우울증, 서울 , 구로구 , 여 ,6158,49929,3190958650
2019,우울증, 서울 , 도봉구 , 남 ,940,7755,415362140
2019,우울증, 서울 , 도봉구 , 여 ,2055,15399,799180510
2019,우울증, 서울 , 동대문구 , 남 ,2730,19953,1494838390
2019,우울증, 서울 , 동대문구 , 여 ,5101,39953,2966283990
2019,우울증, 서울 , 동작구 , 남 ,3101,21590,1531388460
2019,우울증, 서울 , 동작구 , 여 ,6032,41789,2993447330
2019,우울증, 서울 , 마포구 , 남 ,3883,29134,1474560230
2019,우울증, 서울 , 마포구 , 여 ,8644,70196,3485150000
2019,우울증, 서울 , 서대문구 , 남 ,2465,18700,1063334410
2019,우울증, 서울 , 서대문구 , 여 ,5313,39666,2505248440
2019,우울증, 서울 , 성동구 , 남 ,1327,9779,751665320
2019,우울증, 서울 , 성동구 , 여 ,2605,18190,1359749340
2019,우울증, 서울 , 성북구 , 남 ,1965,12003,854530190
2019,우울증, 서울 , 성북구 , 여 ,4175,30025,2331794530
2019,우울증, 서울 , 영등포구 , 남 ,2365,17599,1273721430
2019,우울증, 서울 , 영등포구 , 여 ,4417,31333,2193806760
2019,우울증, 서울 , 용산구 , 남 ,786,4876,439751170
2019,우울증, 서울 , 용산구 , 여 ,1846,12321,1139795130
2019,우울증, 서울 , 은평구 , 남 ,2100,14318,757958770
2019,우울증, 서울 , 은평구 , 여 ,4807,35643,1821772630
2019,우울증, 서울 , 종로구 , 남 ,3692,22238,1718336490
2019,우울증, 서울 , 종로구 , 여 ,9685,62422,4638011080
2019,우울증, 서울 , 중구 , 남 ,1717,10113,633892850
2019,우울증, 서울 , 중구 , 여 ,3146,20573,1306602530
2019,우울증, 서울 , 송파구 , 남 ,4301,28327,1840557170
2019,우울증, 서울 , 송파구 , 여 ,9559,65294,4349664790
2019,우울증, 서울 , 중랑구 , 남 ,2297,15795,1017629600
2019,우울증, 서울 , 중랑구 , 여 ,4121,28497,1716847840
2019,우울증, 서울 , 양천구 , 남 ,1536,9356,540233770
2019,우울증, 서울 , 양천구 , 여 ,3386,21123,1177908960
2019,우울증, 서울 , 서초구 , 남 ,5111,35505,2563074890
2019,우울증, 서울 , 서초구 , 여 ,11549,81612,6012640400
2019,우울증, 서울 , 노원구 , 남 ,2582,19137,1140572020
2019,우울증, 서울 , 노원구 , 여 ,5802,45992,2873535690
2019,우울증, 서울 , 광진구 , 남 ,2564,17071,1358852990
2019,우울증, 서울 , 광진구 , 여 ,4959,35009,2987827630
2019,우울증, 서울 , 강북구 , 남 ,922,7172,302175700
2019,우울증, 서울 , 강북구 , 여 ,2362,19368,836505280
2019,우울증, 서울 , 금천구 , 남 ,1428,10364,652169990
2019,우울증, 서울 , 금천구 , 여 ,2839,22091,1372463820
2019,우울증, 부산 , 부산남구 , 남 ,996,8948,497489520
2019,우울증, 부산 , 부산남구 , 여 ,2157,17617,942050070
2019,우울증, 부산 , 부산동구 , 남 ,1325,11585,859189610
2019,우울증, 부산 , 부산동구 , 여 ,3540,33485,2814285690
2019,우울증, 부산 , 부산동래구 , 남 ,1734,15537,901772300
2019,우울증, 부산 , 부산동래구 , 여 ,4209,41486,2342341950
2019,우울증, 부산 , 부산진구 , 남 ,3457,28876,1645599160
2019,우울증, 부산 , 부산진구 , 여 ,7726,66928,3614501770
2019,우울증, 부산 , 부산북구 , 남 ,1234,10639,487732160
2019,우울증, 부산 , 부산북구 , 여 ,2576,23576,1066524920
2019,우울증, 부산 , 부산서구 , 남 ,728,5497,541215090
2019,우울증, 부산 , 부산서구 , 여 ,1733,13514,1254232530
2019,우울증, 부산 , 부산영도구 , 남 ,739,4665,208096380
2019,우울증, 부산 , 부산영도구 , 여 ,1315,9409,475103750
2019,우울증, 부산 , 부산중구 , 남 ,613,4484,265283400
2019,우울증, 부산 , 부산중구 , 여 ,1566,11653,613772170
2019,우울증, 부산 , 부산해운대구 , 남 ,2147,15406,854789800
2019,우울증, 부산 , 부산해운대구 , 여 ,4720,36398,1964743780
2019,우울증, 부산 , 부산사하구 , 남 ,1513,11422,533082930
2019,우울증, 부산 , 부산사하구 , 여 ,2987,24237,1119755100
2019,우울증, 부산 , 부산금정구 , 남 ,1074,9333,518933050
2019,우울증, 부산 , 부산금정구 , 여 ,1966,16856,892124130
2019,우울증, 부산 , 부산강서구 , 남 ,194,619,41406340
2019,우울증, 부산 , 부산강서구 , 여 ,289,1123,77717710
2019,우울증, 부산 , 부산연제구 , 남 ,1263,10419,570681330
2019,우울증, 부산 , 부산연제구 , 여 ,2689,23826,1293935500
2019,우울증, 부산 , 부산수영구 , 남 ,2686,21741,1249467580
2019,우울증, 부산 , 부산수영구 , 여 ,5692,47191,2661324600
2019,우울증, 부산 , 부산사상구 , 남 ,1452,13828,838061540
2019,우울증, 부산 , 부산사상구 , 여 ,1765,15918,975439080
2019,우울증, 부산 , 부산기장군 , 남 ,883,6684,303405760
2019,우울증, 부산 , 부산기장군 , 여 ,1648,13919,691653180
2019,우울증, 인천 , 인천미추홀구 , 남 ,1885,15942,974387530
2019,우울증, 인천 , 인천미추홀구 , 여 ,3846,31911,1819952260
2019,우울증, 인천 , 인천동구 , 남 ,308,2258,195842820
2019,우울증, 인천 , 인천동구 , 여 ,395,3200,301261910
2019,우울증, 인천 , 인천부평구 , 남 ,3781,25258,1467632330
2019,우울증, 인천 , 인천부평구 , 여 ,7556,53515,3086252690
2019,우울증, 인천 , 인천중구 , 남 ,1519,9165,744692840
2019,우울증, 인천 , 인천중구 , 여 ,2878,19609,1548845020
2019,우울증, 인천 , 인천서구 , 남 ,2740,21620,1424959670
2019,우울증, 인천 , 인천서구 , 여 ,5446,42539,2616732860
2019,우울증, 인천 , 인천남동구 , 남 ,2711,20953,1388284760
2019,우울증, 인천 , 인천남동구 , 여 ,5685,46195,2922379270
2019,우울증, 인천 , 인천연수구 , 남 ,1396,10381,653067610
2019,우울증, 인천 , 인천연수구 , 여 ,2684,20954,1307904890
2019,우울증, 인천 , 인천계양구 , 남 ,1660,14938,749993270
2019,우울증, 인천 , 인천계양구 , 여 ,3040,22737,952828830
2019,우울증, 인천 , 인천강화군 , 남 ,110,2308,181983920
2019,우울증, 인천 , 인천강화군 , 여 ,211,637,23037360
2019,우울증, 인천 , 인천옹진군 , 남 ,0,0,0
2019,우울증, 인천 , 인천옹진군 , 여 ,0,0,0
2019,우울증, 대구 , 대구남구 , 남 ,998,6584,452811900
2019,우울증, 대구 , 대구남구 , 여 ,2208,15967,1222020810
2019,우울증, 대구 , 대구동구 , 남 ,2362,20442,1297864710
2019,우울증, 대구 , 대구동구 , 여 ,3711,34647,2128841520
2019,우울증, 대구 , 대구북구 , 남 ,1884,15416,826509690
2019,우울증, 대구 , 대구북구 , 여 ,3754,32387,1668804640
2019,우울증, 대구 , 대구서구 , 남 ,895,8352,541954060
2019,우울증, 대구 , 대구서구 , 여 ,1827,15184,813756360
2019,우울증, 대구 , 대구수성구 , 남 ,3160,26535,1480163640
2019,우울증, 대구 , 대구수성구 , 여 ,7015,62232,3312472430
2019,우울증, 대구 , 대구중구 , 남 ,1372,8842,608804050
2019,우울증, 대구 , 대구중구 , 여 ,3044,19993,1294146570
2019,우울증, 대구 , 대구달서구 , 남 ,4279,43120,2565597650
2019,우울증, 대구 , 대구달서구 , 여 ,7793,66202,3371188790
2019,우울증, 대구 , 대구달성군 , 남 ,501,4651,312711810
2019,우울증, 대구 , 대구달성군 , 여 ,998,9210,608636750
2019,우울증, 광주 , 광주동구 , 남 ,1280,11572,1062915690
2019,우울증, 광주 , 광주동구 , 여 ,2305,15679,1388941940
2019,우울증, 광주 , 광주북구 , 남 ,2407,18729,1201028150
2019,우울증, 광주 , 광주북구 , 여 ,4430,33720,2085149220
2019,우울증, 광주 , 광주서구 , 남 ,1400,14798,989907360
2019,우울증, 광주 , 광주서구 , 여 ,2885,24818,1348570700
2019,우울증, 광주 , 광주광산구 , 남 ,2236,17969,937128150
