진료년도,상병구분,시도,시군구,성별,환자수,입내원일수,요양급여비용
2019,ADHD, 전남 , 영광군 , 남 ,16,80,4358450
2019,ADHD, 전남 , 영광군 , 여 ,0,0,0
2019,ADHD, 전남 , 영암군 , 남 ,0,0,0
2019,ADHD, 전남 , 영암군 , 여 ,0,0,0
2019,ADHD, 전남 , 완도군 , 남 ,0,0,0
2019,ADHD, 전남 , 완도군 , 여 ,0,0,0
2019,ADHD, 전남 , 장성군 , 남 ,0,0,0
2019,ADHD, 전남 , 장성군 , 여 ,0,0,0
2019,ADHD, 전남 , 장흥군 , 남 ,0,0,0
2019,ADHD, 전남 , 장흥군 , 여 ,0,0,0
2019,ADHD, 전남 , 진도군 , 남 ,0,0,0
2019,ADHD, 전남 , 진도군 , 여 ,0,0,0
2019,ADHD, 전남 , 함평군 , 남 ,0,0,0
2019,ADHD, 전남 , 함평군 , 여 ,0,0,0
2019,ADHD, 전남 , 해남군 , 남 ,0,0,0
2019,ADHD, 전남 , 해남군 , 여 ,0,0,0
2019,ADHD, 전남 , 화순군 , 남 ,0,0,0
2019,ADHD, 전남 , 화순군 , 여 ,0,0,0
2019,ADHD, 전남 , 나주시 , 남 ,55,533,46075930
2019,ADHD, 전남 , 나주시 , 여 ,0,0,0
2019,ADHD, 전남 , 목포시 , 남 ,209,1537,100164560
2019,ADHD, 전남 , 목포시 , 여 ,58,414,29629250
2019,ADHD, 전남 , 순천시 , 남 ,214,1908,150963030
2019,ADHD, 전남 , 순천시 , 여 ,48,376,29383390
2019,ADHD, 전남 , 여수시 , 남 ,142,1047,55571540
2019,ADHD, 전남 , 여수시 , 여 ,40,314,16634230
2019,ADHD, 전남 , 광양시 , 남 ,130,1086,52157600
2019,ADHD, 전남 , 광양시 , 여 ,41,221,11566870
2019,ADHD, 경북 , 고령군 , 남 ,0,0,0
2019,ADHD, 경북 , 고령군 , 여 ,0,0,0
2019,ADHD, 경북 , 군위군 , 남 ,0,0,0
2019,ADHD, 경북 , 군위군 , 여 ,0,0,0
2019,ADHD, 경북 , 봉화군 , 남 ,0,0,0
2019,ADHD, 경북 , 봉화군 , 여 ,0,0,0
2019,ADHD, 경북 , 성주군 , 남 ,0,0,0
2019,ADHD, 경북 , 성주군 , 여 ,0,0,0
2019,ADHD, 경북 , 영덕군 , 남 ,0,0,0
2019,ADHD, 경북 , 영덕군 , 여 ,0,0,0
2019,ADHD, 경북 , 영양군 , 남 ,0,0,0
2019,ADHD, 경북 , 영양군 , 여 ,0,0,0
2019,ADHD, 경북 , 예천군 , 남 ,0,0,0
2019,ADHD, 경북 , 예천군 , 여 ,0,0,0
2019,ADHD, 경북 , 울릉군 , 남 ,0,0,0
2019,ADHD, 경북 , 울릉군 , 여 ,0,0,0
2019,ADHD, 경북 , 울진군 , 남 ,0,0,0
2019,ADHD, 경북 , 울진군 , 여 ,0,0,0
2019,ADHD, 경북 , 의성군 , 남 ,0,0,0
2019,ADHD, 경북 , 의성군 , 여 ,0,0,0
2019,ADHD, 경북 , 청도군 , 남 ,0,0,0
2019,ADHD, 경북 , 청도군 , 여 ,0,0,0
2019,ADHD, 경북 , 청송군 , 남 ,0,0,0
2019,ADHD, 경북 , 청송군 , 여 ,0,0,0
2019,ADHD, 경북 , 칠곡군 , 남 ,0,0,0
2019,ADHD, 경북 , 칠곡군 , 여 ,0,0,0
2019,ADHD, 경북 , 경주시 , 남 ,137,995,69319030
2019,ADHD, 경북 , 경주시 , 여 ,41,280,18295110
2019,ADHD, 경북 , 구미시 , 남 ,435,2993,281871070
2019,ADHD, 경북 , 구미시 , 여 ,112,715,67131740
2019,ADHD, 경북 , 김천시 , 남 ,17,122,9370040
2019,ADHD, 경북 , 김천시 , 여 ,0,0,0
2019,ADHD, 경북 , 안동시 , 남 ,71,473,38547020
2019,ADHD, 경북 , 안동시 , 여 ,16,106,5700090
2019,ADHD, 경북 , 영주시 , 남 ,24,249,8518130
2019,ADHD, 경북 , 영주시 , 여 ,0,0,0
2019,ADHD, 경북 , 영천시 , 남 ,15,114,4178390
2019,ADHD, 경북 , 영천시 , 여 ,0,0,0
2019,ADHD, 경북 , 포항남구 , 남 ,93,524,23152090
2019,ADHD, 경북 , 포항남구 , 여 ,0,0,0
2019,ADHD, 경북 , 포항북구 , 남 ,221,2394,124116300
2019,ADHD, 경북 , 포항북구 , 여 ,54,577,34805480
2019,ADHD, 경북 , 문경시 , 남 ,0,0,0
2019,ADHD, 경북 , 문경시 , 여 ,0,0,0
2019,ADHD, 경북 , 상주시 , 남 ,12,96,2328130
2019,ADHD, 경북 , 상주시 , 여 ,0,0,0
2019,ADHD, 경북 , 경산시 , 남 ,72,589,54825040
2019,ADHD, 경북 , 경산시 , 여 ,17,110,8334660
2019,ADHD, 경남 , 거창군 , 남 ,0,0,0
2019,ADHD, 경남 , 거창군 , 여 ,0,0,0
2019,ADHD, 경남 , 고성군 , 남 ,0,0,0
2019,ADHD, 경남 , 고성군 , 여 ,0,0,0
2019,ADHD, 경남 , 남해군 , 남 ,0,0,0
2019,ADHD, 경남 , 남해군 , 여 ,0,0,0
2019,ADHD, 경남 , 산청군 , 남 ,0,0,0
2019,ADHD, 경남 , 산청군 , 여 ,0,0,0
2019,ADHD, 경남 , 의령군 , 남 ,0,0,0
2019,ADHD, 경남 , 의령군 , 여 ,0,0,0
2019,ADHD, 경남 , 창녕군 , 남 ,14,94,6878710
2019,ADHD, 경남 , 창녕군 , 여 ,0,0,0
2019,ADHD, 경남 , 하동군 , 남 ,0,0,0
2019,ADHD, 경남 , 하동군 , 여 ,0,0,0
2019,ADHD, 경남 , 함안군 , 남 ,0,0,0
2019,ADHD, 경남 , 함안군 , 여 ,0,0,0
2019,ADHD, 경남 , 함양군 , 남 ,0,0,0
2019,ADHD, 경남 , 함양군 , 여 ,0,0,0
2019,ADHD, 경남 , 합천군 , 남 ,0,0,0
2019,ADHD, 경남 , 합천군 , 여 ,0,0,0
2019,ADHD, 경남 , 김해시 , 남 ,436,3189,180176960
2019,ADHD, 경남 , 김해시 , 여 ,110,597,30268290
2019,ADHD, 경남 , 사천시 , 남 ,14,70,2500210
2019,ADHD, 경남 , 사천시 , 여 ,0,0,0
2019,ADHD, 경남 , 진주시 , 남 ,386,2804,119807350
2019,ADHD, 경남 , 진주시 , 여 ,87,489,21648460
2019,ADHD, 경남 , 창원마산회원구 , 남 ,338,1631,100585740
2019,ADHD, 경남 , 창원마산회원구 , 여 ,70,381,23261030
2019,ADHD, 경남 , 창원마산합포구 , 남 ,0,0,0
2019,ADHD, 경남 , 창원마산합포구 , 여 ,0,0,0
2019,ADHD, 경남 , 창원진해구 , 남 ,19,61,3429210
2019,ADHD, 경남 , 창원진해구 , 여 ,0,0,0
2019,ADHD, 경남 , 창원의창구 , 남 ,160,1125,50515230
2019,ADHD, 경남 , 창원의창구 , 여 ,48,295,13523410
2019,ADHD, 경남 , 창원성산구 , 남 ,182,1505,61398630
2019,ADHD, 경남 , 창원성산구 , 여 ,40,424,15037120
2019,ADHD, 경남 , 통영시 , 남 ,56,436,16379230
2019,ADHD, 경남 , 통영시 , 여 ,12,106,3349340
2019,ADHD, 경남 , 밀양시 , 남 ,0,0,0
2019,ADHD, 경남 , 밀양시 , 여 ,0,0,0
2019,ADHD, 경남 , 거제시 , 남 ,137,908,53486650
2019,ADHD, 경남 , 거제시 , 여 ,21,126,8271580
2019,ADHD, 경남 , 양산시 , 남 ,525,3063,213001520
2019,ADHD, 경남 , 양산시 , 여 ,129,758,61140600
2019,ADHD, 제주 , 서귀포시 , 남 ,100,868,40729850
2019,ADHD, 제주 , 서귀포시 , 여 ,33,267,13076270
2019,ADHD, 제주 , 제주시 , 남 ,498,3689,266312040
2019,ADHD, 제주 , 제주시 , 여 ,149,1387,105280170
2019,ADHD, 세종 , 세종시 , 남 ,341,2766,183182520
2019,ADHD, 세종 , 세종시 , 여 ,108,874,55583640
2020,ADHD, 서울 , 강남구 , 남 ,2732,21679,1602564290
2020,ADHD, 서울 , 강남구 , 여 ,1265,9605,742930610
2020,ADHD, 서울 , 강동구 , 남 ,940,9902,534541010
2020,ADHD, 서울 , 강동구 , 여 ,316,3092,167519620
2020,ADHD, 서울 , 강서구 , 남 ,837,6445,394291750
2020,ADHD, 서울 , 강서구 , 여 ,301,2148,149881020
2020,ADHD, 서울 , 관악구 , 남 ,530,4004,344806400
2020,ADHD, 서울 , 관악구 , 여 ,261,2034,176152770
2020,ADHD, 서울 , 구로구 , 남 ,772,6517,339100920
2020,ADHD, 서울 , 구로구 , 여 ,413,3115,201167110
2020,ADHD, 서울 , 도봉구 , 남 ,210,1773,146726430
2020,ADHD, 서울 , 도봉구 , 여 ,60,462,31559600
2020,ADHD, 서울 , 동대문구 , 남 ,582,5717,512313050
2020,ADHD, 서울 , 동대문구 , 여 ,236,2541,232386340
2020,ADHD, 서울 , 동작구 , 남 ,583,4478,375262970
2020,ADHD, 서울 , 동작구 , 여 ,234,1537,124698220
2020,ADHD, 서울 , 마포구 , 남 ,986,9633,623813400
2020,ADHD, 서울 , 마포구 , 여 ,480,3856,233176530
2020,ADHD, 서울 , 서대문구 , 남 ,713,2941,375241920
2020,ADHD, 서울 , 서대문구 , 여 ,178,781,89074980
2020,ADHD, 서울 , 성동구 , 남 ,337,2332,167449280
2020,ADHD, 서울 , 성동구 , 여 ,103,656,45771120
2020,ADHD, 서울 , 성북구 , 남 ,881,6466,325329710
2020,ADHD, 서울 , 성북구 , 여 ,331,2381,126321440
2020,ADHD, 서울 , 영등포구 , 남 ,399,2894,215609440
2020,ADHD, 서울 , 영등포구 , 여 ,181,1326,103311920
2020,ADHD, 서울 , 용산구 , 남 ,230,1384,130945120
2020,ADHD, 서울 , 용산구 , 여 ,106,726,64101410
2020,ADHD, 서울 , 은평구 , 남 ,499,3551,221560860
2020,ADHD, 서울 , 은평구 , 여 ,229,1427,97983160
2020,ADHD, 서울 , 종로구 , 남 ,1397,7196,840220360
2020,ADHD, 서울 , 종로구 , 여 ,579,3256,346388960
2020,ADHD, 서울 , 중구 , 남 ,217,1683,164080600
2020,ADHD, 서울 , 중구 , 여 ,112,832,77306440
2020,ADHD, 서울 , 송파구 , 남 ,2090,17130,1457416360
2020,ADHD, 서울 , 송파구 , 여 ,845,6680,570806200
2020,ADHD, 서울 , 중랑구 , 남 ,525,5810,387697080
2020,ADHD, 서울 , 중랑구 , 여 ,351,2958,183444330
2020,ADHD, 서울 , 양천구 , 남 ,1027,6739,428162520
2020,ADHD, 서울 , 양천구 , 여 ,310,2197,145363830
2020,ADHD, 서울 , 서초구 , 남 ,1425,10726,824811350
2020,ADHD, 서울 , 서초구 , 여 ,574,4226,360076990
2020,ADHD, 서울 , 노원구 , 남 ,1319,11071,764606190
2020,ADHD, 서울 , 노원구 , 여 ,478,3754,244119110
2020,ADHD, 서울 , 광진구 , 남 ,919,6592,367022130
2020,ADHD, 서울 , 광진구 , 여 ,443,3126,214063120
2020,ADHD, 서울 , 강북구 , 남 ,112,967,79362660
2020,ADHD, 서울 , 강북구 , 여 ,52,489,41979580
2020,ADHD, 서울 , 금천구 , 남 ,81,601,53524940
2020,ADHD, 서울 , 금천구 , 여 ,68,529,52206450
2020,ADHD, 부산 , 부산남구 , 남 ,244,1563,167261490
2020,ADHD, 부산 , 부산남구 , 여 ,89,578,59359900
2020,ADHD, 부산 , 부산동구 , 남 ,71,500,27427180
2020,ADHD, 부산 , 부산동구 , 여 ,35,313,20378000
2020,ADHD, 부산 , 부산동래구 , 남 ,466,5127,270932040
2020,ADHD, 부산 , 부산동래구 , 여 ,232,2123,134792250
2020,ADHD, 부산 , 부산진구 , 남 ,2468,27250,1601062920
2020,ADHD, 부산 , 부산진구 , 여 ,680,7419,427084860
2020,ADHD, 부산 , 부산북구 , 남 ,135,1099,62405590
2020,ADHD, 부산 , 부산북구 , 여 ,61,470,23985530
2020,ADHD, 부산 , 부산서구 , 남 ,243,1369,94594080
2020,ADHD, 부산 , 부산서구 , 여 ,74,467,25573600
2020,ADHD, 부산 , 부산영도구 , 남 ,0,0,0
2020,ADHD, 부산 , 부산영도구 , 여 ,0,0,0
2020,ADHD, 부산 , 부산중구 , 남 ,15,107,8719550
2020,ADHD, 부산 , 부산중구 , 여 ,14,136,10008310
2020,ADHD, 부산 , 부산해운대구 , 남 ,1408,12519,632223160
2020,ADHD, 부산 , 부산해운대구 , 여 ,434,3321,169348240
2020,ADHD, 부산 , 부산사하구 , 남 ,194,1653,107533460
2020,ADHD, 부산 , 부산사하구 , 여 ,70,609,39193660
2020,ADHD, 부산 , 부산금정구 , 남 ,32,139,9467800
2020,ADHD, 부산 , 부산금정구 , 여 ,20,103,7124040
2020,ADHD, 부산 , 부산강서구 , 남 ,28,163,12679850
2020,ADHD, 부산 , 부산강서구 , 여 ,14,85,6406500
2020,ADHD, 부산 , 부산연제구 , 남 ,436,3838,180791740
2020,ADHD, 부산 , 부산연제구 , 여 ,122,863,38267000
2020,ADHD, 부산 , 부산수영구 , 남 ,87,673,48607830
2020,ADHD, 부산 , 부산수영구 , 여 ,41,246,20027110
2020,ADHD, 부산 , 부산사상구 , 남 ,235,1856,131012070
2020,ADHD, 부산 , 부산사상구 , 여 ,95,673,56031760
2020,ADHD, 부산 , 부산기장군 , 남 ,174,1635,148537150
2020,ADHD, 부산 , 부산기장군 , 여 ,48,380,36206920
2020,ADHD, 인천 , 인천미추홀구 , 남 ,147,1306,69323880
2020,ADHD, 인천 , 인천미추홀구 , 여 ,64,439,21869400
2020,ADHD, 인천 , 인천동구 , 남 ,11,48,3712050
2020,ADHD, 인천 , 인천동구 , 여 ,0,0,0
2020,ADHD, 인천 , 인천부평구 , 남 ,290,1938,157146220
2020,ADHD, 인천 , 인천부평구 , 여 ,85,515,36430390
2020,ADHD, 인천 , 인천중구 , 남 ,262,1352,123169320
2020,ADHD, 인천 , 인천중구 , 여 ,75,399,30824750
2020,ADHD, 인천 , 인천서구 , 남 ,439,3247,264563020
2020,ADHD, 인천 , 인천서구 , 여 ,138,892,64067570
2020,ADHD, 인천 , 인천남동구 , 남 ,647,4940,262612630
2020,ADHD, 인천 , 인천남동구 , 여 ,300,2132,123688300
2020,ADHD, 인천 , 인천연수구 , 남 ,527,4525,344104830
2020,ADHD, 인천 , 인천연수구 , 여 ,167,1406,104095360
2020,ADHD, 인천 , 인천계양구 , 남 ,315,2846,145332180
2020,ADHD, 인천 , 인천계양구 , 여 ,81,517,29719880
2020,ADHD, 인천 , 인천강화군 , 남 ,0,0,0
2020,ADHD, 인천 , 인천강화군 , 여 ,0,0,0
2020,ADHD, 인천 , 인천옹진군 , 남 ,0,0,0
2020,ADHD, 인천 , 인천옹진군 , 여 ,0,0,0
2020,ADHD, 대구 , 대구남구 , 남 ,371,2427,213512840
2020,ADHD, 대구 , 대구남구 , 여 ,109,707,70940660
2020,ADHD, 대구 , 대구동구 , 남 ,119,809,57770030
2020,ADHD, 대구 , 대구동구 , 여 ,43,196,16693180
2020,ADHD, 대구 , 대구북구 , 남 ,532,3430,217069110
2020,ADHD, 대구 , 대구북구 , 여 ,131,758,52904180
2020,ADHD, 대구 , 대구서구 , 남 ,48,416,22818420
2020,ADHD, 대구 , 대구서구 , 여 ,0,0,0
2020,ADHD, 대구 , 대구수성구 , 남 ,1232,10738,717594830
2020,ADHD, 대구 , 대구수성구 , 여 ,430,3535,246761030
2020,ADHD, 대구 , 대구중구 , 남 ,452,3939,327636910
2020,ADHD, 대구 , 대구중구 , 여 ,145,1183,100770500
2020,ADHD, 대구 , 대구달서구 , 남 ,404,3051,224486190
2020,ADHD, 대구 , 대구달서구 , 여 ,107,739,49651180
2020,ADHD, 대구 , 대구달성군 , 남 ,83,644,48283810
2020,ADHD, 대구 , 대구달성군 , 여 ,45,245,19656710
2020,ADHD, 광주 , 광주동구 , 남 ,219,2053,141115890
2020,ADHD, 광주 , 광주동구 , 여 ,79,497,33632390
2020,ADHD, 광주 , 광주북구 , 남 ,464,4916,292164510
2020,ADHD, 광주 , 광주북구 , 여 ,149,1758,101368150
2020,ADHD, 광주 , 광주서구 , 남 ,345,3160,141217260
2020,ADHD, 광주 , 광주서구 , 여 ,183,1449,107115710
2020,ADHD, 광주 , 광주광산구 , 남 ,66,505,33338130
2020,ADHD, 광주 , 광주광산구 , 여 ,21,174,11065850
2020,ADHD, 광주 , 광주남구 , 남 ,161,1504,104105330
2020,ADHD, 광주 , 광주남구 , 여 ,47,455,30030860
2020,ADHD, 대전 , 대전유성구 , 남 ,102,656,37735570
2020,ADHD, 대전 , 대전유성구 , 여 ,65,373,20473360
2020,ADHD, 대전 , 대전대덕구 , 남 ,47,379,28891750
2020,ADHD, 대전 , 대전대덕구 , 여 ,21,188,13280030
2020,ADHD, 대전 , 대전서구 , 남 ,1047,8894,568962570
2020,ADHD, 대전 , 대전서구 , 여 ,383,3115,194396410
2020,ADHD, 대전 , 대전동구 , 남 ,31,133,8288190
2020,ADHD, 대전 , 대전동구 , 여 ,0,0,0
2020,ADHD, 대전 , 대전중구 , 남 ,473,2789,169347390
2020,ADHD, 대전 , 대전중구 , 여 ,128,876,49570590
2020,ADHD, 울산 , 울산남구 , 남 ,1294,12892,790645080
2020,ADHD, 울산 , 울산남구 , 여 ,400,3486,205642860
2020,ADHD, 울산 , 울산동구 , 남 ,91,539,61548100
2020,ADHD, 울산 , 울산동구 , 여 ,13,82,9230390
2020,ADHD, 울산 , 울산중구 , 남 ,57,512,38826680
2020,ADHD, 울산 , 울산중구 , 여 ,12,71,4776470
2020,ADHD, 울산 , 울산북구 , 남 ,41,272,17038500
2020,ADHD, 울산 , 울산북구 , 여 ,22,129,8966360
2020,ADHD, 울산 , 울산울주군 , 남 ,0,0,0
2020,ADHD, 울산 , 울산울주군 , 여 ,0,0,0
2020,ADHD, 경기 , 가평군 , 남 ,0,0,0
2020,ADHD, 경기 , 가평군 , 여 ,0,0,0
2020,ADHD, 경기 , 양평군 , 남 ,0,0,0
2020,ADHD, 경기 , 양평군 , 여 ,0,0,0
2020,ADHD, 경기 , 연천군 , 남 ,0,0,0
2020,ADHD, 경기 , 연천군 , 여 ,0,0,0
2020,ADHD, 경기 , 광명시 , 남 ,129,1365,117131910
2020,ADHD, 경기 , 광명시 , 여 ,49,404,35988980
2020,ADHD, 경기 , 동두천시 , 남 ,70,462,23898420
2020,ADHD, 경기 , 동두천시 , 여 ,26,232,11598010
2020,ADHD, 경기 , 부천시 , 남 ,1191,10147,677951850
2020,ADHD, 경기 , 부천시 , 여 ,437,3622,250782670
2020,ADHD, 경기 , 성남수정구 , 남 ,118,869,63154700
2020,ADHD, 경기 , 성남수정구 , 여 ,52,338,20350510
2020,ADHD, 경기 , 성남중원구 , 남 ,78,641,38050660
2020,ADHD, 경기 , 성남중원구 , 여 ,34,296,21497270
2020,ADHD, 경기 , 성남분당구 , 남 ,2430,19166,1158808660
2020,ADHD, 경기 , 성남분당구 , 여 ,829,6413,409270450
2020,ADHD, 경기 , 수원권선구 , 남 ,102,611,35758370
2020,ADHD, 경기 , 수원권선구 , 여 ,47,283,16830910
2020,ADHD, 경기 , 수원장안구 , 남 ,279,2714,154372260
2020,ADHD, 경기 , 수원장안구 , 여 ,94,817,46124950
2020,ADHD, 경기 , 수원팔달구 , 남 ,792,6325,571768670
2020,ADHD, 경기 , 수원팔달구 , 여 ,392,3150,306975080
2020,ADHD, 경기 , 수원영통구 , 남 ,1248,7382,533499520
2020,ADHD, 경기 , 수원영통구 , 여 ,397,2353,164582150
2020,ADHD, 경기 , 안양만안구 , 남 ,64,240,18913940
2020,ADHD, 경기 , 안양만안구 , 여 ,24,121,10449780
2020,ADHD, 경기 , 안양동안구 , 남 ,1171,9254,690136040
2020,ADHD, 경기 , 안양동안구 , 여 ,351,2840,213540400
2020,ADHD, 경기 , 의정부시 , 남 ,753,7475,549706790
2020,ADHD, 경기 , 의정부시 , 여 ,229,1981,146670200
2020,ADHD, 경기 , 과천시 , 남 ,14,75,5036160
2020,ADHD, 경기 , 과천시 , 여 ,0,0,0
2020,ADHD, 경기 , 구리시 , 남 ,255,2009,89639180
2020,ADHD, 경기 , 구리시 , 여 ,90,711,31106950
2020,ADHD, 경기 , 안산단원구 , 남 ,560,5271,299062590
2020,ADHD, 경기 , 안산단원구 , 여 ,160,1243,74456110
2020,ADHD, 경기 , 안산상록구 , 남 ,28,166,12986040
2020,ADHD, 경기 , 안산상록구 , 여 ,19,169,14877660
2020,ADHD, 경기 , 평택시 , 남 ,466,3676,214483340
2020,ADHD, 경기 , 평택시 , 여 ,147,1230,78627520
2020,ADHD, 경기 , 하남시 , 남 ,250,2506,246260940
2020,ADHD, 경기 , 하남시 , 여 ,173,1541,148855950
2020,ADHD, 경기 , 군포시 , 남 ,208,1685,145729060
2020,ADHD, 경기 , 군포시 , 여 ,85,751,61660500
2020,ADHD, 경기 , 남양주시 , 남 ,302,2108,125980550
2020,ADHD, 경기 , 남양주시 , 여 ,98,617,37562570
2020,ADHD, 경기 , 의왕시 , 남 ,10,38,4980530
2020,ADHD, 경기 , 의왕시 , 여 ,0,0,0
2020,ADHD, 경기 , 시흥시 , 남 ,156,1386,88131700
2020,ADHD, 경기 , 시흥시 , 여 ,56,401,29969460
2020,ADHD, 경기 , 오산시 , 남 ,205,2060,162499340
2020,ADHD, 경기 , 오산시 , 여 ,58,471,35426530
2020,ADHD, 경기 , 고양덕양구 , 남 ,241,1669,103262950
2020,ADHD, 경기 , 고양덕양구 , 여 ,79,536,36932800
2020,ADHD, 경기 , 고양일산서구 , 남 ,665,5780,258072890
2020,ADHD, 경기 , 고양일산서구 , 여 ,163,1253,55474590
2020,ADHD, 경기 , 고양일산동구 , 남 ,774,6209,394179330
2020,ADHD, 경기 , 고양일산동구 , 여 ,232,1642,109836000
2020,ADHD, 경기 , 용인기흥구 , 남 ,204,2184,163516400
2020,ADHD, 경기 , 용인기흥구 , 여 ,115,1238,80945840
2020,ADHD, 경기 , 용인수지구 , 남 ,664,6131,384946910
2020,ADHD, 경기 , 용인수지구 , 여 ,208,1935,114351350
2020,ADHD, 경기 , 용인처인구 , 남 ,63,296,10267070
2020,ADHD, 경기 , 용인처인구 , 여 ,16,98,3501250
2020,ADHD, 경기 , 이천시 , 남 ,92,481,34330720
2020,ADHD, 경기 , 이천시 , 여 ,23,161,9300080
2020,ADHD, 경기 , 파주시 , 남 ,214,2449,175150570
2020,ADHD, 경기 , 파주시 , 여 ,139,1374,90985740
2020,ADHD, 경기 , 김포시 , 남 ,243,1799,90058730
2020,ADHD, 경기 , 김포시 , 여 ,75,433,24362100
2020,ADHD, 경기 , 안성시 , 남 ,24,226,10695810
2020,ADHD, 경기 , 안성시 , 여 ,0,0,0
2020,ADHD, 경기 , 화성시 , 남 ,801,7550,616845720
2020,ADHD, 경기 , 화성시 , 여 ,215,1799,153094230
2020,ADHD, 경기 , 광주시 , 남 ,259,2047,179076050
2020,ADHD, 경기 , 광주시 , 여 ,76,615,47559610
2020,ADHD, 경기 , 양주시 , 남 ,44,227,16947620
2020,ADHD, 경기 , 양주시 , 여 ,16,84,7620320
2020,ADHD, 경기 , 포천시 , 남 ,10,50,2236640
2020,ADHD, 경기 , 포천시 , 여 ,0,0,0
2020,ADHD, 경기 , 여주시 , 남 ,47,413,16773630
2020,ADHD, 경기 , 여주시 , 여 ,0,0,0
2020,ADHD, 강원 , 고성군 , 남 ,0,0,0
2020,ADHD, 강원 , 고성군 , 여 ,0,0,0
2020,ADHD, 강원 , 양구군 , 남 ,0,0,0
2020,ADHD, 강원 , 양구군 , 여 ,0,0,0
2020,ADHD, 강원 , 양양군 , 남 ,0,0,0
2020,ADHD, 강원 , 양양군 , 여 ,0,0,0
2020,ADHD, 강원 , 영월군 , 남 ,0,0,0
2020,ADHD, 강원 , 영월군 , 여 ,0,0,0
2020,ADHD, 강원 , 인제군 , 남 ,0,0,0
2020,ADHD, 강원 , 인제군 , 여 ,0,0,0
2020,ADHD, 강원 , 정선군 , 남 ,0,0,0
2020,ADHD, 강원 , 정선군 , 여 ,0,0,0
2020,ADHD, 강원 , 철원군 , 남 ,0,0,0
2020,ADHD, 강원 , 철원군 , 여 ,0,0,0
2020,ADHD, 강원 , 평창군 , 남 ,0,0,0
2020,ADHD, 강원 , 평창군 , 여 ,0,0,0
2020,ADHD, 강원 , 홍천군 , 남 ,0,0,0
2020,ADHD, 강원 , 홍천군 , 여 ,0,0,0
2020,ADHD, 강원 , 화천군 , 남 ,0,0,0
2020,ADHD, 강원 , 화천군 , 여 ,0,0,0
2020,ADHD, 강원 , 횡성군 , 남 ,0,0,0
2020,ADHD, 강원 , 횡성군 , 여 ,0,0,0
2020,ADHD, 강원 , 강릉시 , 남 ,174,1098,93742430
2020,ADHD, 강원 , 강릉시 , 여 ,38,196,12238930
2020,ADHD, 강원 , 동해시 , 남 ,0,0,0
2020,ADHD, 강원 , 동해시 , 여 ,0,0,0
2020,ADHD, 강원 , 속초시 , 남 ,14,69,2776340
2020,ADHD, 강원 , 속초시 , 여 ,0,0,0
2020,ADHD, 강원 , 원주시 , 남 ,595,4652,374050540
2020,ADHD, 강원 , 원주시 , 여 ,166,1206,98171250
2020,ADHD, 강원 , 춘천시 , 남 ,353,2113,137267270
2020,ADHD, 강원 , 춘천시 , 여 ,71,410,31685060
2020,ADHD, 강원 , 태백시 , 남 ,0,0,0
2020,ADHD, 강원 , 태백시 , 여 ,0,0,0
2020,ADHD, 강원 , 삼척시 , 남 ,28,205,15991010
2020,ADHD, 강원 , 삼척시 , 여 ,21,73,6588540
2020,ADHD, 충북 , 괴산군 , 남 ,0,0,0
2020,ADHD, 충북 , 괴산군 , 여 ,0,0,0
2020,ADHD, 충북 , 단양군 , 남 ,0,0,0
2020,ADHD, 충북 , 단양군 , 여 ,0,0,0
2020,ADHD, 충북 , 보은군 , 남 ,0,0,0
2020,ADHD, 충북 , 보은군 , 여 ,0,0,0
2020,ADHD, 충북 , 영동군 , 남 ,0,0,0
2020,ADHD, 충북 , 영동군 , 여 ,0,0,0
2020,ADHD, 충북 , 옥천군 , 남 ,0,0,0
2020,ADHD, 충북 , 옥천군 , 여 ,0,0,0
2020,ADHD, 충북 , 음성군 , 남 ,0,0,0
2020,ADHD, 충북 , 음성군 , 여 ,0,0,0
2020,ADHD, 충북 , 진천군 , 남 ,27,183,14923960
2020,ADHD, 충북 , 진천군 , 여 ,0,0,0
2020,ADHD, 충북 , 증평군 , 남 ,0,0,0
2020,ADHD, 충북 , 증평군 , 여 ,0,0,0
2020,ADHD, 충북 , 청주상당구 , 남 ,70,313,22331990
2020,ADHD, 충북 , 청주상당구 , 여 ,37,161,9581930
2020,ADHD, 충북 , 청주흥덕구 , 남 ,522,3739,208234950
2020,ADHD, 충북 , 청주흥덕구 , 여 ,146,1095,68094260
2020,ADHD, 충북 , 청주청원구 , 남 ,116,555,38761440
2020,ADHD, 충북 , 청주청원구 , 여 ,13,78,5024640
2020,ADHD, 충북 , 청주서원구 , 남 ,165,633,41921840
2020,ADHD, 충북 , 청주서원구 , 여 ,41,134,10415390
2020,ADHD, 충북 , 충주시 , 남 ,102,579,51563780
2020,ADHD, 충북 , 충주시 , 여 ,26,130,11782940
2020,ADHD, 충북 , 제천시 , 남 ,16,131,6315420
2020,ADHD, 충북 , 제천시 , 여 ,0,0,0
2020,ADHD, 충남 , 금산군 , 남 ,12,181,8407630
2020,ADHD, 충남 , 금산군 , 여 ,0,0,0
2020,ADHD, 충남 , 부여군 , 남 ,0,0,0
2020,ADHD, 충남 , 부여군 , 여 ,0,0,0
2020,ADHD, 충남 , 서천군 , 남 ,0,0,0
2020,ADHD, 충남 , 서천군 , 여 ,0,0,0
2020,ADHD, 충남 , 예산군 , 남 ,36,202,19136110
